en,zh,note_zh,user
save,v.救援,"v.救；节省；保存<br>n.救援，救助<br><br><i>1</i>. The doctor managed to <em><em>save</em></em> his life.<br>医生救了他的命。<br><i>2</i>. Children should learn to <em><em>save</em></em>.<br>孩子们应学会储蓄。<br><i>3</i>. I lent him my bike in order that he could <em><em>save</em></em> time.<br>我把自行车借给他,以便他能节省一些时间。<br><i>4</i>. Save your strength for the hard work you'll have to do later.<br>留着点儿劲儿,你一会儿还得干重活儿呢。<br>",yuhui
jailed,v. 坐牢,"adj.监禁的；拘留的<br><br><i>1</i>. She is by no means the first to be <em><em>jailed</em></em> for unrelated offences when reporting rape.<br>她决不是第一位因强奸报警时被其他不相干的指控而判处监禁的人。<br><i>2</i>. A campaigner who was <em><em>jailed</em></em> during his battle to save the rainforest in Gabon has received a top international award.<br>加蓬一位在保护雨林的战斗中遭监禁的从军者获得了最高的国际环境奖。<br><i>3</i>. The US man <em><em>jailed</em></em> for visiting Burma's detained pro-democracy leader Aung San Suu Kyi has been released and deported.<br>因探访缅甸被拘留的前民主领袖昂山素季而遭逮捕的美国人已经被释放并遣送回国。<br>",yuhui
cheat,v. 詐騙,vt.欺骗；骗取<br>vi.作弊；行骗<br>n.骗子；欺骗<br><br><i>1</i>. We were on our honor not to <em><em>cheat</em></em> the customers.<br>我们以名誉担保不欺骗顾客。<br><i>2</i>. It is contemptible to <em><em>cheat</em></em> friends.<br>欺骗朋友是卑劣的。<br><i>3</i>. They <em><em>cheat</em></em> the old woman of her house and money.<br>他们骗取了老妇人的房屋和钱财。<br><i>4</i>. I would rather fail than <em><em>cheat</em></em> in the examination.<br>我宁愿考不及格，也不愿意考试作弊。<br><i>5</i>. He is a shameless <em><em>cheat</em></em>.<br>他是个无耻的骗子。<br>,yuhui
involve,v.牽涉,"vt.包含；使忙于；牵涉；使卷入；使陷入<br><br><i>1</i>. A letter of credit will <em><em>involve</em></em> unnecessary extra charges.<br>信用证包含有不必要的额外开支。<br><i>2</i>. The Genius is a lovable physicist who is deeply <em><em>involve</em></em>d in defining the workings of the universe.<br>老天才是一位可爱的学者，他整天忙于解释天地间的各种现象。.<br><i>3</i>. Don't <em><em>involve</em></em> other people in your trouble.<br>别把别人牵涉进你的麻烦中去。<br><i>4</i>. I got <em><em>involve</em></em>d in a quarrel about the price.<br>我被卷入了一场有关价格的争吵。<br>",yuhui
fund,n. 錢財，基金,"n.基金<br>vt.资助；转为（长期贷款）<br><br><i>1</i>. Our company is in want of <em><em>fund</em></em>.<br>我们的公司需要资金。<br><i>2</i>. The pension <em><em>fund</em></em> owns shares in several major public companies.<br>该养老基金在几家主要出售股份给公众的公司中均有股份。<br><i>3</i>. The factory has built up reserve <em><em>fund</em></em>.<br>这个工厂已积累了后备基金。<br><i>4</i>. A <em><em>fund</em></em> will be set up for the dead men's families.<br>抚恤死难工人家属的基金会即将建立起来。<br><i>5</i>. The National Asthma Campaign is <em><em>fund</em></em>ing research into allergy and air pollution.<br>国家哮喘运动组织为对过敏和空气污染进行研究提供基金。<br>",yuhui
sole proprietor,n. 獨資經營者,,yuhui
operate,v.操作/經營,"v.操作；运转；经营；动手术<br><br><i>1</i>. It's too difficult for him to <em><em>operate</em></em> this new sophisticated machine.<br>对他来说,操作这台复杂的机器太难了。<br><i>2</i>. The lift doesn't <em><em>operate</em></em> properly.<br>这台电梯运转不正常。<br><i>3</i>. They <em><em>operate</em></em> three factories and a huge warehouse.<br>他们经营三家工厂和一个大仓库。<br><i>4</i>. A large number of factories <em><em>operate</em></em> in the red.<br>许多工厂都是负债经营。<br>",yuhui
pleaded guilty,v. 認罪,,yuhui
apply,v.申請,"vt.应用；涂；使专心从事<br>vi.申请；有关联<br><br><i>1</i>. We should not only know the theory but also how to <em><em>apply</em></em> it to practice.<br>我们不仅要知道理论，还要知道怎样把理论应用于实践。<br><i>2</i>. The plastic coating is easy to be applied on any surface.<br>塑性涂料容易涂在任何表面上。<br><i>3</i>. I am <em><em>apply</em></em>ing for a fellowship.<br>我在申请研究生奖学金。<br><i>4</i>. Above terms shall <em><em>apply</em></em> unless otherwise mention.<br>除非另有说明书,上述条件一概适用。<br>",yuhui
grant,n. 津貼,v.授予；同意；承认；认为<br>n.授予物；补助金；同意；给予；财产转让<br>Grant.<br>n.格兰特(男名)<br><br><i>1</i>. Visa exemption does not <em><em>grant</em></em> the right to work.<br>豁免签证并不授予工作的权利。<br><i>2</i>. We <em><em>grant</em></em> the truth of what you said.<br>我们同意你说的是事实。<br><i>3</i>. I <em><em>grant</em></em> that your explanation is reasonable.<br>我承认你的解释是合理的。<br><i>4</i>. I take it for <em><em>grant</em></em>ed you have read this book.<br>我认为你一定读过这本书。<br>,yuhui
scheme,n. 計劃,,yuhui
business,n. 生意、商家,"n.商业；事务；生意<br><br><i>1</i>. He had no head for <em><em>business</em></em>.<br>他毫无商业头脑。<br><i>2</i>. He was inexperienced in <em><em>business</em></em>.<br>他在商业方面缺乏经验。<br><i>3</i>. It's none of my <em><em>business</em></em>.<br>这不关我的事。<br><i>4</i>. I don't understand this <em><em>business</em></em>.<br>我不了解这件事。<br>",yuhui
IT - information technology,n.資訊科技,,yuhui
raise,v. 提高,"n.上升；增高；高地<br>vt.升起；举起；饲养；提出；引起；筹集，募集<br><br><i>1</i>. The percentage of the pay <em><em>raise</em></em> equals the increase in prices.<br>薪水的提高比率和物价的上升一致。<br><i>2</i>. He got a <em><em>raise</em></em> in monthly wages.<br>他的月薪增加了。<br><i>3</i>. The first thing that we did when we conquered the town was to haul down the enemy's flag and <em><em>raise</em></em> our own.<br>我们占领这座城市以后以后所做的第一件事就是降下城里敌人的旗帜，升起我们自己的旗帜。<br><i>4</i>. The guesture might come from Rome, when people <em><em>raise</em></em> the right hand to show their extolling and respect for the empire.<br>这一手势有可能来自罗马,那时人们将右臂举起以表示对帝王的称颂或敬意。<br>",yuhui
productivity,n. 生產力,n.生产率；生产力<br><br><i>1</i>. We should aim with efforts for higher <em><em>productivity</em></em>.<br>我们应该力争达到更高的生产率。<br><i>2</i>. This will help do away with heavy manual labour and raise <em><em>productivity</em></em>.<br>这可以帮助消除繁重的体力劳动，提高劳动生产率。<br><i>3</i>. Improved <em><em>productivity</em></em> justifies an increase in wages.<br>提高了生产力理应增加工资。<br><i>4</i>. The workers are trying their best to increase <em><em>productivity</em></em>.<br>工人们正竭尽全力提高生产力。<br>,yuhui
leading to,v.帶來,,yuhui
wages,n.工錢,n.工资；报酬；代价<br>名词wage的复数；动词wage的第三人称单数.<br><br><i>1</i>. He salted away part of his <em><em>wages</em></em> each month.<br>他每月把工资的一部分储存起来。<br><i>2</i>. The efficient workers are supposed to get good <em><em>wages</em></em> .<br>工作效率高的工人应该拿优厚的报酬。<br>,yuhui
catch a cold,v.著涼,,yuhui
fit,adj. 健康的 ，適合的,"adj.适宜的；合适的；健康的<br>v.适合；安装<br>n.发作；适宜<br><br><i>1</i>. I don't see <em><em>fit</em></em> to tell you all my plans.<br>我认为把所有的计划都告诉你是不适宜的。<br><i>2</i>. The soil is <em><em>fit</em></em> for cotton planting.<br>这种土壤适宜种棉花。<br><i>3</i>. The room was a <em><em>fit</em></em> place for study.<br>这个房间适宜读书。<br><i>4</i>. He could find a <em><em>fit</em></em> opportunity to divulge their marriage.<br>他找到一个合适的机会来宣布他们的婚姻。<br><i>5</i>. His endowments are limited, and scarcely <em><em>fit</em></em> him for this post.<br>他的天资有限,不太适合担任这项职务。<br><i>6</i>. She had a <em><em>fit</em></em> of hysterics and called him some bad names.<br>她一阵歇斯底里发作，骂了他几句。<br>",yuhui
gargle,v.漱口,v.嗽口<br>n.嗽口药<br><br><i>1</i>. You should <em><em>gargle</em></em> the throat regularly.<br>你应该经常用含漱液漱口。<br><i>2</i>. It is illegal to <em><em>gargle</em></em> in public places.<br>在公共场所漱口是违法的。<br><i>3</i>. This <em><em>gargle</em></em> will relieve your sore throat.<br>这个漱口药能治你的喉咙痛。<br>,yuhui
plaque,n. 牙石,,yuhui
tooth decay,n. 蛀牙,,yuhui
sore throat,n. 喉嚨痛,,yuhui
cough,n.咳嗽,,yuhui
oily,adj 很油的,,yuhui
stomach ache,n.肚子痛,,yuhui
vomit,v.嘔吐,"v.吐出；呕吐；喷出<br>n.呕吐；呕吐物<br><br><i>1</i>. He <em><em>vomit</em></em>ed up all he had eaten.<br>他把吃下的东西全吐了出来。<br><i>2</i>. The mixture of drinks made me <em><em>vomit</em></em>.<br>我喝了混合饮料后吐了起来。<br><i>3</i>. She was stricken by pain and began to <em><em>vomit</em></em>.<br>她感到一阵疼痛, 开始呕吐起来。<br><i>4</i>. Tall chimneys <em><em>vomit</em></em> forth black smoke.<br>高高的烟囱喷吐出黑烟。<br><i>5</i>. He had no recollection of the feast and his <em><em>vomit</em></em> afterwards.<br>他对酒席以及后来的呕吐完全没印象了。<br>",yuhui
food poisoning,n.食物中毒,n.食物中毒<br><br><i>1</i>. The doctor excluded <em><em>food poisoning</em></em> as the cause.<br>医生排除了食物中毒的病因。<br><i>2</i>. She is suffering from food poison these days.<br>她这些天一直经受着食物中毒的痛苦。<br>,yuhui
headache,n.頭痛,"n.头痛<br><br><i>1</i>. I've got a <em><em>headache</em></em>.<br>我头痛。<br><i>2</i>. The aspirins eased my <em><em>headache</em></em>.<br>阿司匹林使我头疼减轻。<br><i>3</i>. I've got a splitting <em><em>headache</em></em>.<br>我头疼得要裂开似的。<br><i>4</i>. This is another big <em><em>headache</em></em> for him.<br>这是另一件使他非常头痛的事。<br>",yuhui
flu,n.感冒,,yuhui
faint,v. 昏倒,,yuhui
computer,n. 電腦,,yuhui
communications,n.通訊,"n.通信技术；通讯设备<br>名词communication的复数形式.<br><br><i>1</i>. In <em><em>communications</em></em>, a channel derived by time division multiplexing.<br>在通信技术中，一种按时间分割成多路复用的信道。<br><i>2</i>. In data <em><em>communications</em></em>,a facility to perform client banking transactions over a communication network.<br>数据通信技术中的一种通信设施，它通过通信网络进行用户银行事务处理。<br><i>3</i>. The capacity to move information quickly and inexpensively is due to entirely new uses of <em><em>communications</em></em>.<br>快速廉价的信息传递是由于通讯设备彻底更新的原因。<br><i>4</i>. So the results from the first trials of in-flight <em><em>communications</em></em> equipment are reassuring.<br>这种通讯设备在飞机上的首次试验结果表明是可靠的。<br>",yuhui
rapidly,adv 迅速,adv.迅速地；很快地<br><br><i>1</i>. We are mechanizing <em><em>rapidly</em></em>.<br>我们正在迅速机械化。<br><i>2</i>. Then along comes a <em><em>rapidly</em></em> moving cold front.<br>然后来了一股迅速移动的冷锋。<br><i>3</i>. He was <em><em>rapidly</em></em> leaving the others behind.<br>他迅速地把其他人甩在后面。<br><i>4</i>. My husband <em><em>rapidly</em></em> blocked in a sketch for our new wall unit.<br>我丈夫迅速地为我们的新墙柜画出一张草图。<br>,yuhui
introduce,v.介紹,"vt.介绍；引进；采用；提出；提倡；放入<br><br><i>1</i>. She <em><em>introduce</em></em>d me to her friend.<br>她把我介绍给她的朋友。<br><i>2</i>. Excuse me, may I take the opportunity to <em><em>introduce</em></em> myself as an interpreter?<br>作为译员,我可以冒昧自我介绍一下吗?<br><i>3</i>. Introduce new ideas into a business.<br>引进新观念于一事业。<br><i>4</i>. And it must <em><em>introduce</em></em> democratic reforms.<br>而且必须引进民主改革。<br>",yuhui
bulky,adj.笨重的,"adj.庞大的；笨重的；肥大的<br><br><i>1</i>. Hollowcore concrete is <em><em>bulky</em></em> and comes from only a few regional sites.<br>中空混凝土是庞大的并且只来自一些地区场所。<br><i>2</i>. Technicians pumped up their <em><em>bulky</em></em> white suits to make sure there were no leaks.<br>技师为他们庞大的白色衣服充满气体以确保衣服没有漏洞。<br><i>3</i>. She dropped the <em><em>bulky</em></em> package twice.<br>她两次将那个笨重的包裹掉落下来。<br><i>4</i>. The original sight was <em><em>bulky</em></em> and prone to mechanical issues, he said.<br>原来的视线是笨重的，很容易受机械的问题，他说。<br>",yuhui
portable,adj.可攜帶的,"adj.轻便的；手提式的；[计]可移植的<br>n.便携的东西<br><br><i>1</i>. The <em><em>portable</em></em> device easily knocks down.<br>这种轻便装置容易拆卸。<br><i>2</i>. Portable telephones are very popular nowadays.<br>现今，移动电话非常普及。<br><i>3</i>. She traded her roller-skates for Billy's <em><em>portable</em></em> radio.<br>她拿旱冰鞋换了比利的手提收音机。<br><i>4</i>. The new <em><em>portable</em></em> computers are going like hot cakes.<br>新的便携式计算机卖得很快。<br>",yuhui
upgrading,v.升級,n.提升；浓缩<br>动词upgrade的现在分词.<br><br><i>1</i>. set sth in gold<br><br>,yuhui
common,adj.普通,adj.常见的；共同的；普通的；平常的；平凡的；粗俗的<br>n.公地；平民；普通；公园<br><br><i>1</i>. Windmills are a <em><em>common</em></em> sight in Holland.<br>风车是荷兰常见的景色。<br><i>2</i>. We have <em><em>common</em></em> topics to talk about.<br>我们有共同的话题可谈。<br><i>3</i>. Common interests bind us together.<br>共同的利益使我们结合在一起。<br><i>4</i>. Smith is a <em><em>common</em></em> surname.<br>史密斯是个很普通的姓。<br><i>5</i>. We went for a walk on the <em><em>common</em></em>.<br>我们在公地上散步。<br>,yuhui
transfer,v.傳送,"v.转移；调任；转乘<br>n.迁移；移动；换车；汇兑<br><br><i>1</i>. The exhibition was <em><em>transfer</em></em>red to another city two days later.<br>两天后,这个展会转移到另外一个城市。<br><i>2</i>. She has been <em><em>transfer</em></em>red to another department.<br>她已被调往另一个部门。<br><i>3</i>. I took the subway and then <em><em>transfer</em></em>red to the bus.<br>我搭乘地铁然后再改乘公共汽车。<br><i>4</i>. Our company will have a <em><em>transfer</em></em> to London.<br>我们公司将迁往伦敦。<br>",yuhui
due to,因為,因为，由于<br><br><i>1</i>. The two countries were on the point of war <em><em>due to</em></em> the diplomatic disputes.<br>这两个国家因为外交争端即将开战。<br><i>2</i>. Great changes are in prospect in this area <em><em>due to</em></em> foreign investment.<br>因为外资的引进，该地区会发生很大变化。<br><i>3</i>. His successes were largely <em><em>due to</em></em> luck.<br>他的成功主要靠运气。<br>,yuhui
invent,v.發明,vt.发明；捏造<br><br><i>1</i>. Can you tell me who <em><em>invent</em></em>ed the telephone?<br>你能告诉我是谁发明了电话？<br><i>2</i>. He always strives to <em><em>invent</em></em> something new.<br>他一直努力要发明新东西。<br><i>3</i>. The fact was that China was the first country to <em><em>invent</em></em> paper.<br>事实是中国是发明纸的第一个国家。<br><i>4</i>. We must <em><em>invent</em></em> an excuse for our absence.<br>我们必须为缺席编造一个藉口。<br>,yuhui
sophisticated,adj.先進的,"adj.老练的；精密的；复杂的；久经世故的<br><br><i>1</i>. She is such a <em><em>sophisticated</em></em> woman that she saw through his trick at the first sight.<br>她是个十分老练的女人,她一眼就看穿了他的把戏。<br><i>2</i>. As far as defense is concerned, we need to buy more <em><em>sophisticated</em></em> weapons.<br>就防御的观点来说，我们需要购买更多精密的武器。<br><i>3</i>. The publisher's techniques for the promotion of his books have become increasingly <em><em>sophisticated</em></em> since the 1950s.<br>自20世纪50年代以来,出版商推销书籍的方式愈加复杂。<br><i>4</i>. I'd rather deal with a simple man than a <em><em>sophisticated</em></em> man.<br>我宁愿与纯朴的人打交道,不愿与世故的人交往。<br>",yuhui
simultaneously,adv.同時,"adv.同时地<br><br><i>1</i>. The event will be telecast <em><em>simultaneously</em></em> to nearly 150 cities.<br>这一盛事将向近150个城市同时进行电视广播。<br><i>2</i>. This machine can sew and cut the fabric <em><em>simultaneously</em></em>.<br>这台机器可以一边缝纫,一边裁布,同时运作。<br>",yuhui
tiny,adj.細小,"adj.极小的；微小的<br><br><i>1</i>. A <em><em>tiny</em></em> fishing boat was drifting slowly along.<br>一只小小的渔船在缓缓地漂去。<br><i>2</i>. We're struggling along on a <em><em>tiny</em></em> income.<br>我们依靠极少的收入过活。<br><i>3</i>. She has a <em><em>tiny</em></em> mole on her cheek.<br>她面颊上有一颗小痣。<br><i>4</i>. The baby's dress was beautifully tucked with <em><em>tiny</em></em> stitches.<br>婴儿衫的褶裥打得针脚细密，很漂亮。<br>",yuhui
evolving,演變,adj.进化的；展开的<br>动词evolve的现在分词.<br><br><i>1</i>. This rapidly <em><em>evolving</em></em> capital market even has its own award.<br>这一快速进化的投资市场甚至还拥有自己的奖项。<br><i>2</i>. The tendency of <em><em>evolving</em></em> organisms to follow a trend is widespread.<br>不断进化的生物，基本上都有共同的进化趋势。<br><i>3</i>. There is much public discussion of an <em><em>evolving</em></em> adversarial U.S.-China relationship.<br>对一个不断展开的对抗性的美中关系已经有广泛的讨论。<br><i>4</i>. It is well known that companies spend very little of their time and budget building new applications that solve the continually <em><em>evolving</em></em> needs of the business.<br>众所周知，公司总是花非常少的时间和预算来创建应用来支持那些频繁展开的业务需求。<br>,yuhui
convenient,adj.方便,"adj.便利的；方便的<br><br><i>1</i>. Internet makes it <em><em>convenient</em></em> for us to get in touch with each other.<br>互联网使得我们相互联系便利了。<br><i>2</i>. Please come whenever it is <em><em>convenient</em></em> to you.<br>方便的时候,请随时来。<br>",yuhui
tremendously,adv.大大力、非常,"adv.惊人地；非常；十分<br><br><i>1</i>. In fact, the assets the Federal Reserve holds have deteriorated <em><em>tremendously</em></em>.<br>事实上，美联储拥有的资产质量惊人地恶化了。<br><i>2</i>. He was <em><em>tremendously</em></em> proud of Jack.<br>他为杰克感到非常自豪。<br><i>3</i>. The ability to do so would be <em><em>tremendously</em></em> useful.<br>认识人脸将会非常有用。<br>",yuhui
mean,n.方式，意思,"v.意思是；打算；导致；意味<br>adj.低劣的；刻薄的；卑鄙的；出色的；吝啬的；平均的；中等的<br>n.平均值；平均数；中间；中庸<br><br><i>1</i>. What does this word <em><em>mean</em></em>?<br>这个单词是什么意思？<br><i>2</i>. I <em><em>mean</em></em> that's his own decision to resign or not.<br>我的意思是说辞不辞职是他自己的决定。<br><i>3</i>. I <em><em>mean</em></em> to call on you tomorrow.<br>我打算明天看望你。<br><i>4</i>. His father <em><em>mean</em></em>t him to be an engineer.<br>他父亲打算让他当工程师。<br><i>5</i>. Don't be so <em><em>mean</em></em> to your little brother!<br>别对你弟弟那麽刻薄！<br><i>6</i>. It is an estimate of the <em><em>mean</em></em> of the population.<br>这是对人口平均数的一个估计。<br>",yuhui
design,v.設計,n.设计；图样；图案；目的<br>v.设计；计划<br><br><i>1</i>. This dress is of the latest <em><em>design</em></em>.<br>这件衣服是最新设计。<br><i>2</i>. He chalked out a <em><em>design</em></em> on the blackboard.<br>他用粉笔在黑板上勾划出一个图样。<br><i>3</i>. The bedcover was quilted in a flower <em><em>design</em></em>.<br>床罩被缝成花卉图案。<br><i>4</i>. His evil <em><em>design</em></em>s were frustrated.<br>他的罪恶企图未能得逞。<br><i>5</i>. He <em><em>design</em></em>ed us a beautiful house.<br>他为我们设计了一所很美的房子。<br>,yuhui
present,adj.現在,"n.礼物；现在<br>adj.出席的；现在的；当前的；存在的<br>v.提出；赠送；呈现<br><br><i>1</i>. He bought me a valuable diamond ring as a birthday <em><em>present</em></em>.<br>他给我买了一只贵重的钻戒作生日礼物。<br><i>2</i>. I wish to make you a <em><em>present</em></em> in token of my gratitude.<br>我想送你一件礼物，以表示对你的感谢之情。<br><i>3</i>. Focusing on the future instead of the <em><em>present</em></em> can cripple any activity.<br>不注意现在只考虑将来就可能做不成任何事。<br><i>4</i>. There's no certain cure for this illness at <em><em>present</em></em>.<br>现在这种病尚无确实可靠的疗法。<br><i>5</i>. He insists on being <em><em>present</em></em>.<br>他一定要出席。<br><i>6</i>. He <em><em>present</em></em>ed quite a new view of the affair.<br>他对那件事提出了相当新的看法。<br>",yuhui
chat,v. 聊天,"vi.闲谈；谈天<br>n.闲谈；聊天<br><br><i>1</i>. He came round last week and we <em><em>chat</em></em>ted for a while.<br>上星期他顺道来访,我们闲谈了一会。<br><i>2</i>. He likes to <em><em>chat</em></em> with his e-pals on the Internet.<br>他喜欢上网与网友聊天。<br><i>3</i>. Ask him to stop by for a <em><em>chat</em></em>.<br>请他来坐坐，聊聊天。<br><i>4</i>. It is pleasant to <em><em>chat</em></em> with friends, and with no <em><em>chat</em></em> is it more pleasant than with close friends.<br>和朋友聊天是愉快的，而这种情形没有比和知己的朋友聊天更为愉快。<br>",yuhui
adorable,adj.可愛的,"adj.值得崇敬的；可爱的<br><br><i>1</i>. Don't hassle me about my <em><em>adorable</em></em> little Tigger and Kate.<br>可不要拿我可爱的小跳跳虎和凯特来开玩笑啊。<br><i>2</i>. These <em><em>adorable</em></em> tree-hugging animals feed on eucalyptus tree leaves.<br>这些可爱的抱树动物以油加利树的树叶为食。<br>",yuhui
creature,n. 生物,"n.生物；动物；人<br><br><i>1</i>. This <em><em>creature</em></em> lives in the depth of the ocean.<br>这种生物生活在海洋深处。<br><i>2</i>. We can't see microscopic <em><em>creature</em></em> with naked eyes.<br>我们不能用肉眼看到微生物。<br><i>3</i>. Pandas are precious <em><em>creature</em></em>s.<br>熊猫是珍贵的动物。<br><i>4</i>. The old lady is such a dear <em><em>creature</em></em>.<br>这位老太太是位非常可爱的人。<br>",yuhui
at least,至少,至少<br><br><i>1</i>. We should brush our teeth <em><em>at least</em></em> twice a day.<br>我们每天应该至少刷两次牙。<br><i>2</i>. A good cigarette will smoke <em><em>at least</em></em> ten minutes.<br>一支好烟至少可以抽10分钟。<br>,yuhui
by and large,基本上,"总的来说； 大体上； 基本上<br><br><i>1</i>. Your city is <em><em>by and large</em></em> a consumer city.<br>你们的城市大体上是个消费城市。<br><i>2</i>. By and large, your plan is a feasible one.<br>你的计划大体上是可行的。<br><i>3</i>. By and large,he is a kind,generous man.<br>总的说来，他是个仁慈、慷慨的人。<br><i>4</i>. By and large,women can bear pain better than men.<br>通常，女人的忍痛的耐受力比男人强。<br>",yuhui
well organized,adj.很有系統的,<br><br>,yuhui
suitable,adj.適合,adj.适宜的；合适的<br><br><i>1</i>. These films are <em><em>suitable</em></em> for adults only.<br>这些电影只适宜成人观看。<br><i>2</i>. All the students are assigned to <em><em>suitable</em></em> jobs.<br>所有的学生都分到了合适的工作。<br><i>3</i>. The director is looking for a <em><em>suitable</em></em> locale for his new film.<br>导演在为新片物色合适的拍摄场地。<br>,yuhui
librarian,n.圖書管理員,n.图书管理员；图书馆学专家；图书馆馆长<br><br><i>1</i>. The <em><em>librarian</em></em> saved the rare books from the fire.<br>这位图书管理员从火中救出了一些珍本书。<br>,yuhui
encourage,v.鼓勵,"vt.鼓励；促进；支持<br><br><i>1</i>. Her success <em><em>encourage</em></em>d me to try the same thing.<br>她的成功鼓励我尝试做同样的事。<br><i>2</i>. Her parents <em><em>encourage</em></em>d her in her studies.<br>她的父母鼓励她好好学习。<br><i>3</i>. He aims to <em><em>encourage</em></em> mutual understanding.<br>他的目的在于增进相互了解。<br><i>4</i>. Broadband support flat salary structure, to <em><em>encourage</em></em> their staff to study hard.<br>宽带薪酬支持扁平型结构，鼓励员工努力学习。<br>",yuhui
lately,adv.最近,"adv.最近<br><br><i>1</i>. I haven't had enough sleep <em><em>lately</em></em>.<br>最近我睡眠不足。<br><i>2</i>. I've not been feeling very well <em><em>lately</em></em>.<br>我最近一直感觉不太好。<br><i>3</i>. I haven't heard any news from my son <em><em>lately</em></em>.<br>我最近没听到我儿子的任何音讯。<br><i>4</i>. Frank has taken up with Lucy <em><em>lately</em></em>.<br>弗兰克最近经常与露西往来。<br>",yuhui
frustrated,adj.失望,"adj.失意的；沮丧的；失败的<br><br><i>1</i>. I'm feeling rather <em><em>frustrated</em></em> in my present job; I need a change.<br>我感到现在干得很不顺心，需要换一换工作。<br><i>2</i>. They often feel <em><em>frustrated</em></em> at school, too.<br>他们在学校同样经常感到失意。<br><i>3</i>. Mary was <em><em>frustrated</em></em> by the lack of appreciation shown of her work.<br>玛丽因工作得不到赏识而灰心丧气。<br><i>4</i>. Yet I was very <em><em>frustrated</em></em> and very lost.<br>但我还是非常沮丧和迷茫。<br>",yuhui
complaints,n.投訴,n.主诉，控诉，控告；疾病（名词complaint的复数形式）<br><br><i>1</i>. The <em><em>complaints</em></em> of the patient did not answer to the proper manifestations of the disease.<br>病人的主诉不符合此病应有的表现。<br><i>2</i>. The musculoskeletal <em><em>complaints</em></em> common to aromatase inhibitors can be addressed with NSAID pain relievers.<br>芳香酶抑制剂常见的肌和骨骼的主诉能够通过非甾体抗炎药来处理。<br>,yuhui
dim,adj.暗的,"adj.暗淡的；模糊的；笨的<br>v.使暗淡；使失去光泽<br>n.车头近光灯；停车灯<br><br><i>1</i>. Most comets are so <em><em>dim</em></em> that they can not be seen by the naked eye.<br>彗星很暗淡,肉眼看不见。<br><i>2</i>. He spoke with firmness, but his face was very sad and his eyes at times were <em><em>dim</em></em>.<br>他讲话时预期坚定，但面带愁容，时而眼神暗淡。<br><i>3</i>. I made out two <em><em>dim</em></em> shapes in the gloom.<br>我在朦胧中看出有两个模糊的影子。<br><i>4</i>. She is rather <em><em>dim</em></em> about the importance of keeping records.<br>她不明白作记录的重要性。<br><i>5</i>. Old age hasn't <em><em>dim</em></em>med her memory.<br>她虽然年事已高，但记忆并未模糊。<br>",yuhui
blown,adj.燒掉(燈泡),,yuhui
replace,v.更換,"vt.取代；替换；放回原处；偿还<br><br><i>1</i>. Nothing can <em><em>replace</em></em> a mother's love.<br>什么都无法取代母爱。<br><i>2</i>. We've <em><em>replace</em></em>d the old adding machine with a computer.<br>我们用电脑取代了老式的加法计算器。<br><i>3</i>. The coach decided to <em><em>replace</em></em> player No. 8 with No. 3.<br>教练决定让3号替换8号。<br><i>4</i>. He <em><em>replace</em></em>d the book in the shelf.<br>他把书放回到书架上。<br>",yuhui
flicker,v.閃爍,"n.闪烁；闪光；颤动<br>v.闪动；闪烁；摇动<br><br><i>1</i>. She is read by the <em><em>flicker</em></em> light of the candle.<br>她借著闪烁的烛光读书。<br><i>2</i>. Watch the flames <em><em>flicker</em></em> in the room.<br>注视着火焰在屋里闪烁。<br><i>3</i>. But the tiny <em><em>flicker</em></em> of Gryffindor boldness wasn't entirely quenched.<br>但是，格兰芬多的胆大冒失的微小闪光并没有完全熄灭。<br><i>4</i>. Now as Peter's eyes discovered the bandaid on his neck, the telltale <em><em>flicker</em></em> of anger appeared.<br>现在彼得一看到他脖子上的绷带，那怒火的隐蔽闪光就出现了。<br><i>5</i>. Perhaps there's a brief <em><em>flicker</em></em> in some toolbar button which, when investigated, reveals a crash.<br>可能在工具条的一个短暂的闪动，经过调查后，揭示了一个失效错误。<br>",yuhui
atmosphere,n.氣氛,"n.大气；空气；气氛；气压<br><br><i>1</i>. The burning of fossil fuels results in the pollution of the <em><em>atmosphere</em></em>.<br>矿物燃料的燃烧导致了大气污染。<br><i>2</i>. The <em><em>atmosphere</em></em> of the city is very much polluted.<br>那个城市的空气受到严重污染。<br><i>3</i>. The <em><em>atmosphere</em></em> is very stuffy here and can we open a window?<br>这里的空气很闷,咱们能打开一扇窗吗？<br><i>4</i>. The <em><em>atmosphere</em></em> changed as soon as she walked in.<br>她一进来气氛就变了。<br>",yuhui
enhance,v.增進,"vt.提高；增加；加强<br><br><i>1</i>. He made many efforts to <em><em>enhance</em></em> his reputation.<br>他做了许多努力来提高他的声誉。<br><i>2</i>. Martial education is an important means to exercise volition and <em><em>enhance</em></em> national defense notion.<br>提出军事教育是锻炼意志,提高国防观念的重要手段。<br><i>3</i>. This year, we will review the functions and other aspects of District Councils and <em><em>enhance</em></em> our support for them.<br>今年将展开对区议会功能等方面的检讨,增加对区议会的支持。<br><i>4</i>. The programme aims to <em><em>enhance</em></em> the employment of young people with disabilities or early signs of mental illness.<br>计划的目的,是加强残疾或出现精神病早期徵状的青少年的就业能力。<br>",yuhui
